1	1	1	2008-03-31 00:00:00
2	1	1	2008-03-31 00:00:00
3	1	1	2008-03-31 00:00:00
4	1	1	2008-03-31 00:00:00
316	1	1	2008-03-31 00:00:00
317	1	1	2008-03-31 00:00:00
318	1	1	2008-03-31 00:00:00
319	1	1	2008-03-31 00:00:00
320	1	1	2008-03-31 00:00:00
321	1	1	2008-03-31 00:00:00
322	1	1	2008-03-31 00:00:00
323	1	1	2008-03-31 00:00:00
324	1	1	2008-03-31 00:00:00
325	1	1	2008-03-31 00:00:00
326	1	1	2008-03-31 00:00:00
327	1	1	2008-03-31 00:00:00
328	1	1	2008-03-31 00:00:00
329	1	1	2008-03-31 00:00:00
330	1	1	2008-03-31 00:00:00
331	1	1	2008-03-31 00:00:00
332	160	1	2008-03-31 00:00:00
341	1	1	2008-03-31 00:00:00
342	1	1	2008-03-31 00:00:00
343	1	1	2008-03-31 00:00:00
344	1	1	2008-03-31 00:00:00
345	1	1	2008-03-31 00:00:00
346	1	1	2008-03-31 00:00:00
347	1	1	2008-03-31 00:00:00
348	1	1	2008-03-31 00:00:00
349	1	1	2008-03-31 00:00:00
350	1	1	2008-03-31 00:00:00
351	1	1	2008-03-31 00:00:00
352	1	1	2008-03-31 00:00:00
355	1	1	2008-03-31 00:00:00
356	1	1	2008-03-31 00:00:00
357	1	1	2008-03-31 00:00:00
358	1	1	2008-03-31 00:00:00
359	1	1	2008-03-31 00:00:00
360	1	1	2008-03-31 00:00:00
361	1	1	2008-03-31 00:00:00
362	1	1	2008-03-31 00:00:00
363	1	1	2008-03-31 00:00:00
364	1	1	2008-03-31 00:00:00
365	1	1	2008-03-31 00:00:00
366	1	1	2008-03-31 00:00:00
367	1	1	2008-03-31 00:00:00
368	1	1	2008-03-31 00:00:00
369	1	1	2008-03-31 00:00:00
370	1	1	2008-03-31 00:00:00
371	1	1	2008-03-31 00:00:00
372	1	1	2008-03-31 00:00:00
373	1	1	2008-03-31 00:00:00
374	1	1	2008-03-31 00:00:00
375	1	1	2008-03-31 00:00:00
376	1	1	2008-03-31 00:00:00
377	1	1	2008-03-31 00:00:00
378	1	1	2008-03-31 00:00:00
379	1	1	2008-03-31 00:00:00
380	1	1	2008-03-31 00:00:00
381	1	1	2008-03-31 00:00:00
382	1	1	2008-03-31 00:00:00
383	1	1	2008-03-31 00:00:00
384	1	1	2008-03-31 00:00:00
385	1	1	2008-03-31 00:00:00
386	1	1	2008-03-31 00:00:00
387	1	1	2008-03-31 00:00:00
388	1	1	2008-03-31 00:00:00
389	1	1	2008-03-31 00:00:00
390	1	1	2008-03-31 00:00:00
391	1	1	2008-03-31 00:00:00
392	1	1	2008-03-31 00:00:00
393	1	1	2008-03-31 00:00:00
394	1	1	2008-03-31 00:00:00
395	1	1	2008-03-31 00:00:00
396	1	1	2008-03-31 00:00:00
397	1	1	2008-03-31 00:00:00
398	1	1	2008-03-31 00:00:00
399	1	1	2008-03-31 00:00:00
400	1	1	2008-03-31 00:00:00
401	1	1	2008-03-31 00:00:00
402	1	1	2008-03-31 00:00:00
403	1	1	2008-03-31 00:00:00
404	1	1	2008-03-31 00:00:00
405	1	1	2008-03-31 00:00:00
406	1	1	2008-03-31 00:00:00
407	1	1	2008-03-31 00:00:00
408	1	1	2008-03-31 00:00:00
409	1	1	2008-03-31 00:00:00
410	1	1	2008-03-31 00:00:00
411	1	1	2008-03-31 00:00:00
412	1	1	2008-03-31 00:00:00
413	1	1	2008-03-31 00:00:00
414	1	1	2008-03-31 00:00:00
415	1	1	2008-03-31 00:00:00
416	1	1	2008-03-31 00:00:00
417	1	1	2008-03-31 00:00:00
418	1	1	2008-03-31 00:00:00
419	1	1	2008-03-31 00:00:00
420	1	1	2008-03-31 00:00:00
421	1	1	2008-03-31 00:00:00
422	1	1	2008-03-31 00:00:00
423	1	1	2008-03-31 00:00:00
424	1	1	2008-03-31 00:00:00
425	1	1	2008-03-31 00:00:00
426	1	1	2008-03-31 00:00:00
427	1	1	2008-03-31 00:00:00
428	1	1	2008-03-31 00:00:00
429	1	1	2008-03-31 00:00:00
430	1	1	2008-03-31 00:00:00
431	1	1	2008-03-31 00:00:00
432	1	1	2008-03-31 00:00:00
433	1	1	2008-03-31 00:00:00
434	1	1	2008-03-31 00:00:00
435	1	1	2008-03-31 00:00:00
436	1	1	2008-03-31 00:00:00
437	1	1	2008-03-31 00:00:00
438	1	1	2008-03-31 00:00:00
439	1	1	2008-03-31 00:00:00
440	1	1	2008-03-31 00:00:00
441	1	1	2008-03-31 00:00:00
442	1	1	2008-03-31 00:00:00
443	1	1	2008-03-31 00:00:00
444	1	1	2008-03-31 00:00:00
445	1	1	2008-03-31 00:00:00
446	1	1	2008-03-31 00:00:00
447	1	1	2008-03-31 00:00:00
448	1	1	2008-03-31 00:00:00
449	1	1	2008-03-31 00:00:00
450	1	1	2008-03-31 00:00:00
451	1	1	2008-03-31 00:00:00
452	1	1	2008-03-31 00:00:00
453	1	1	2008-03-31 00:00:00
454	1	1	2008-03-31 00:00:00
455	1	1	2008-03-31 00:00:00
456	1	1	2008-03-31 00:00:00
457	1	1	2008-03-31 00:00:00
458	1	1	2008-03-31 00:00:00
459	1	1	2008-03-31 00:00:00
460	1	1	2008-03-31 00:00:00
461	1	1	2008-03-31 00:00:00
462	1	1	2008-03-31 00:00:00
463	1	1	2008-03-31 00:00:00
464	1	1	2008-03-31 00:00:00
465	1	1	2008-03-31 00:00:00
466	1	1	2008-03-31 00:00:00
467	1	1	2008-03-31 00:00:00
468	1	1	2008-03-31 00:00:00
469	1	1	2008-03-31 00:00:00
470	1	1	2008-03-31 00:00:00
471	1	1	2008-03-31 00:00:00
472	1	1	2008-03-31 00:00:00
473	1	1	2008-03-31 00:00:00
474	1	1	2008-03-31 00:00:00
