1		934	1	AW00000001	{3F5AE95E-B87D-4AED-95B4-C3797AFCB74F}	2014-09-12 11:15:07.263000000
2		1028	1	AW00000002	{E552F657-A9AF-4A7D-A645-C429D6E02491}	2014-09-12 11:15:07.263000000
3		642	4	AW00000003	{130774B1-DB21-4EF3-98C8-C104BCD6ED6D}	2014-09-12 11:15:07.263000000
4		932	4	AW00000004	{FF862851-1DAA-4044-BE7C-3E85583C054D}	2014-09-12 11:15:07.263000000
5		1026	4	AW00000005	{83905BDC-6F5E-4F71-B162-C98DA069F38A}	2014-09-12 11:15:07.263000000
6		644	4	AW00000006	{1A92DF88-BFA2-467D-BD54-FCB9E647FDD7}	2014-09-12 11:15:07.263000000
7		930	1	AW00000007	{03E9273E-B193-448E-9823-FE0C44AEED78}	2014-09-12 11:15:07.263000000
8		1024	5	AW00000008	{801368B1-4323-4BFA-8BEA-5B5B1E4BD4A0}	2014-09-12 11:15:07.263000000
9		620	5	AW00000009	{B900BB7F-23C3-481D-80DA-C49A5BD6F772}	2014-09-12 11:15:07.263000000
10		928	6	AW00000010	{CDB6698D-2FF1-4FBA-8F22-60AD1D11DABD}	2014-09-12 11:15:07.263000000
11		1022	6	AW00000011	{750F3495-59C4-48A0-80E1-E37EC60E77D9}	2014-09-12 11:15:07.263000000
12		622	6	AW00000012	{947BCAF1-1F32-44F3-B9C3-0011F95FBE54}	2014-09-12 11:15:07.263000000
13		434	7	AW00000013	{B0FA5854-2511-439B-A7AC-50C9C460B175}	2014-09-12 11:15:07.263000000
14		1020	8	AW00000014	{2F96BEDC-723D-468F-834B-B2B8AE79C849}	2014-09-12 11:15:07.263000000
15		624	9	AW00000015	{0340737B-D4FA-4795-93AA-CAEB8371BCF9}	2014-09-12 11:15:07.263000000
16		432	10	AW00000016	{C9381589-D31C-4EFE-8978-8D3449EB1F0F}	2014-09-12 11:15:07.263000000
17		1018	5	AW00000017	{34DB417F-1E0B-4408-9FF6-987E59D0D73C}	2014-09-12 11:15:07.263000000
18		1332	3	AW00000018	{C04D6B4D-94C6-4C5C-A44C-B449C0AC1B45}	2014-09-12 11:15:07.263000000
19		430	1	AW00000019	{69AE5D43-31BE-4B76-BFBB-5A23C4788BBC}	2014-09-12 11:15:07.263000000
20		1016	1	AW00000020	{E010C10A-F1C3-4BBA-81CA-A7E083350400}	2014-09-12 11:15:07.263000000
21		1334	4	AW00000021	{564E0B42-4609-43DE-9881-914DA433D82D}	2014-09-12 11:15:07.263000000
22		494	3	AW00000022	{9774AED6-D673-412D-B481-2573E470B478}	2014-09-12 11:15:07.263000000
23		1014	4	AW00000023	{733F8250-3251-4C2A-8C85-C285BB76B7B4}	2014-09-12 11:15:07.263000000
24		1336	4	AW00000024	{C111E51D-178D-4DBD-A6FF-F1CCBF4B1AAD}	2014-09-12 11:15:07.263000000
25		492	4	AW00000025	{31D03546-FB2A-4488-890E-4709A659E3F0}	2014-09-12 11:15:07.263000000
26		1012	5	AW00000026	{FD4898DE-D128-4719-8C74-9F77605AAC4A}	2014-09-12 11:15:07.263000000
27		1338	5	AW00000027	{CACA5149-D799-473B-847F-83F3613D3D1F}	2014-09-12 11:15:07.263000000
28		490	6	AW00000028	{9B8A04A4-D909-4F49-B1C5-3DE317D69B2A}	2014-09-12 11:15:07.263000000
29		1010	6	AW00000029	{ECA7C8FA-490B-4B97-9C32-043C90F789E8}	2014-09-12 11:15:07.263000000
30		1340	6	AW00000030	{2B15DFB1-831E-49E7-B337-395798B129E7}	2014-09-12 11:15:07.263000000
31		942	7	AW00000031	{EFFA209A-A110-4F94-887D-E50E44FB06EA}	2014-09-12 11:15:07.263000000
32		1008	8	AW00000032	{B9A28813-542A-4FBF-AE79-BAD64A5E133B}	2014-09-12 11:15:07.263000000
33		1342	9	AW00000033	{E6D92B96-FA82-41C0-8945-66A8A5EC017B}	2014-09-12 11:15:07.263000000
34		940	10	AW00000034	{9EDDA794-7862-4FF4-B8E2-528847CAB2BD}	2014-09-12 11:15:07.263000000
35		1006	2	AW00000035	{8D74B6B9-6C96-44A5-BEC4-0E9736D191BE}	2014-09-12 11:15:07.263000000
36		1344	2	AW00000036	{53C0491D-8AE8-4B16-A830-2078FDDF46AD}	2014-09-12 11:15:07.263000000
37		938	1	AW00000037	{C6EBB29A-CC67-459C-90E3-339E0F912906}	2014-09-12 11:15:07.263000000
38		1004	1	AW00000038	{E5EDA3F3-4EF1-4806-BD36-E61F3CB2E044}	2014-09-12 11:15:07.263000000
39		1346	3	AW00000039	{6808B1ED-3C9A-401D-B284-9AC31166D9EB}	2014-09-12 11:15:07.263000000
40		936	4	AW00000040	{AA5E28F6-16C8-4D80-894E-17531F2CF972}	2014-09-12 11:15:07.263000000
41		1002	4	AW00000041	{E1BA20ED-DA19-4392-A8A8-C2E670438FFB}	2014-09-12 11:15:07.263000000
42		1348	4	AW00000042	{64ACD300-337D-4D39-A2C4-FD5972611934}	2014-09-12 11:15:07.263000000
43		1290	1	AW00000043	{9E449D3E-5D79-4F65-A4F1-10DD3B0E0766}	2014-09-12 11:15:07.263000000
44		1000	5	AW00000044	{FB4B073C-6B38-4233-83FE-4236558F4754}	2014-09-12 11:15:07.263000000
45		1350	5	AW00000045	{B50043ED-C66B-4130-BEBC-07D413043991}	2014-09-12 11:15:07.263000000
46		1288	6	AW00000046	{21849ECF-88C2-4574-89D5-397B84DF1D0F}	2014-09-12 11:15:07.263000000
47		998	6	AW00000047	{0D9ABE85-D952-432D-831A-8BEB7F4E49D0}	2014-09-12 11:15:07.263000000
48		1352	6	AW00000048	{E656589A-198F-454F-B02F-9CE324457BDF}	2014-09-12 11:15:07.263000000
49		1286	7	AW00000049	{F3DFA401-85C6-4118-B5C5-6554310A1192}	2014-09-12 11:15:07.263000000
50		996	8	AW00000050	{0A3E846A-2DCC-4B6E-8AB3-968B5AB859F4}	2014-09-12 11:15:07.263000000
51		1354	9	AW00000051	{E4C69E3E-BE4B-4DCD-B2F0-1237B391BC44}	2014-09-12 11:15:07.263000000
52		1284	10	AW00000052	{8FB34B30-B19D-4AEC-B02E-F1BE942800E5}	2014-09-12 11:15:07.263000000
53		994	2	AW00000053	{81D3B740-DCF1-4F23-A5E3-D81353280016}	2014-09-12 11:15:07.263000000
54		1356	2	AW00000054	{123B3EBF-4EB0-442A-8482-A4E001CCCF89}	2014-09-12 11:15:07.263000000
55		1282	1	AW00000055	{F5D3997B-AD06-46A0-94AF-A4460F4BE471}	2014-09-12 11:15:07.263000000
56		992	1	AW00000056	{570B1682-9BB1-4359-984D-8F728E3D6973}	2014-09-12 11:15:07.263000000
57		1358	3	AW00000057	{7FF17923-E670-4F42-87A3-A6D1AF18EA05}	2014-09-12 11:15:07.263000000
58		1280	3	AW00000058	{E324FEE8-1EE7-4B96-854E-CFDA7B0CBBC8}	2014-09-12 11:15:07.263000000
59		990	4	AW00000059	{60708606-604C-44BE-90E1-3A0925B8060E}	2014-09-12 11:15:07.263000000
60		1360	4	AW00000060	{A029F31E-433B-4FA4-B442-B291D16A1B9F}	2014-09-12 11:15:07.263000000
61		1278	4	AW00000061	{CCC53B43-66A6-47F6-A38E-5DD7CFAFEAA6}	2014-09-12 11:15:07.263000000
62		988	5	AW00000062	{359BB644-407D-4C24-AB98-E637AEE7C81E}	2014-09-12 11:15:07.263000000
63		1362	5	AW00000063	{76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5}	2014-09-12 11:15:07.263000000
64		1276	6	AW00000064	{E6B6F92D-4AC6-4BC7-BF6B-2F3C67498DE7}	2014-09-12 11:15:07.263000000
65		986	6	AW00000065	{7E082443-8AF6-4BB6-A0F5-1586271D1F2C}	2014-09-12 11:15:07.263000000
66		782	6	AW00000066	{E91E0048-9A25-489B-96C1-D726DA68FB7C}	2014-09-12 11:15:07.263000000
67		1274	7	AW00000067	{51CE3843-FC98-453E-8CF1-7EA145235D0F}	2014-09-12 11:15:07.263000000
68		532	8	AW00000068	{2138DEF5-80EB-4D95-B340-706BCD60ADDA}	2014-09-12 11:15:07.263000000
69		784	9	AW00000069	{64841B37-3A25-416A-A129-E9AAA2EFF4CD}	2014-09-12 11:15:07.263000000
70		1272	10	AW00000070	{89E10B04-064E-4313-8203-91FA98A01B11}	2014-09-12 11:15:07.263000000
71		530	2	AW00000071	{91CC8AC7-27E5-437C-B940-DB47692754D3}	2014-09-12 11:15:07.263000000
72		786	2	AW00000072	{0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6}	2014-09-12 11:15:07.263000000
73		1270	1	AW00000073	{9D5C135E-BD60-46E0-B371-843391637827}	2014-09-12 11:15:07.263000000
74		528	1	AW00000074	{73485E57-076D-4B10-BB48-6043DD873582}	2014-09-12 11:15:07.263000000
75		788	4	AW00000075	{55CFED0E-1A7B-409C-9AFF-297065965870}	2014-09-12 11:15:07.263000000
76		1268	3	AW00000076	{5227D299-B05E-4D6C-A1C9-DA63154869BA}	2014-09-12 11:15:07.263000000
77		556	4	AW00000077	{B3F9113C-8FCE-47E1-9F04-38A0C68917C6}	2014-09-12 11:15:07.263000000
78		790	4	AW00000078	{8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE}	2014-09-12 11:15:07.263000000
79		1266	3	AW00000079	{010D8AA6-CEBA-4097-9E67-3B2A9674FD5F}	2014-09-12 11:15:07.263000000
80		554	5	AW00000080	{98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D}	2014-09-12 11:15:07.263000000
81		792	5	AW00000081	{E25E3769-CADC-4DA6-9120-09C3B2205475}	2014-09-12 11:15:07.263000000
82		1264	6	AW00000082	{92618ECE-2254-4852-B3B3-46ED2E0E3E1A}	2014-09-12 11:15:07.263000000
83		552	6	AW00000083	{8E01F170-64D3-4B74-82E1-D1691AE9F37C}	2014-09-12 11:15:07.263000000
84		794	6	AW00000084	{45A614CE-3137-4A12-8296-24048C18F320}	2014-09-12 11:15:07.263000000
85		1262	7	AW00000085	{B44000F5-901B-4134-979D-F9A9BEA5A598}	2014-09-12 11:15:07.263000000
86		636	8	AW00000086	{2A8B2702-4644-4002-90E4-99A8ADBA5261}	2014-09-12 11:15:07.263000000
87		796	9	AW00000087	{07FB8B21-FB06-49F8-8CD5-9956273CD78A}	2014-09-12 11:15:07.263000000
88		1260	10	AW00000088	{11FEDA31-15B6-4F08-9357-355371D4D928}	2014-09-12 11:15:07.263000000
89		634	2	AW00000089	{A34FE994-1098-439F-A042-EE670BF2FA33}	2014-09-12 11:15:07.263000000
90		798	5	AW00000090	{6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9}	2014-09-12 11:15:07.263000000
91		1258	1	AW00000091	{9F314FC3-9644-4412-A90A-5483F75F665B}	2014-09-12 11:15:07.263000000
92		632	1	AW00000092	{672412C3-5D5D-488B-B176-E3DAFAD05D70}	2014-09-12 11:15:07.263000000
93		800	4	AW00000093	{249B42C2-8EAE-49F1-A560-A90837748654}	2014-09-12 11:15:07.263000000
94		1256	4	AW00000094	{65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E}	2014-09-12 11:15:07.263000000
95		630	4	AW00000095	{EA0BC621-9466-4F04-BBFF-3B361C6F9057}	2014-09-12 11:15:07.263000000
96		1308	4	AW00000096	{BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B}	2014-09-12 11:15:07.263000000
97		1254	4	AW00000097	{355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D}	2014-09-12 11:15:07.263000000
98		734	5	AW00000098	{7D37485D-A4CF-4C08-8D3C-364DEEC7C841}	2014-09-12 11:15:07.263000000
99		1310	5	AW00000099	{8583A63E-3459-44C7-8736-A92E0A7135F2}	2014-09-12 11:15:07.263000000
100		1252	6	AW00000100	{E789F6DD-3159-4DDC-81A8-8571C571656E}	2014-09-12 11:15:07.263000000
101		732	6	AW00000101	{67AD4F37-2467-4438-A749-D947BEEC3A92}	2014-09-12 11:15:07.263000000
102		1312	6	AW00000102	{959CF74B-1004-43F5-9AB7-4CDD482C847D}	2014-09-12 11:15:07.263000000
103		1894	7	AW00000103	{22390E6F-AC5F-4DED-8EE5-91C1302C7FA2}	2014-09-12 11:15:07.263000000
