1	4	4	258	1580	3	2011-04-16 00:00:00	2011-04-25 00:00:00	201.04	16.0832	5.026	222.1492	2011-04-25 00:00:00
2	4	1	254	1496	5	2011-04-16 00:00:00	2011-04-25 00:00:00	272.1015	21.7681	6.8025	300.6721	2011-04-25 00:00:00
3	4	4	257	1494	2	2011-04-16 00:00:00	2011-04-25 00:00:00	8847.3	707.784	221.1825	9776.2665	2011-04-25 00:00:00
4	4	3	261	1650	5	2011-04-16 00:00:00	2011-04-25 00:00:00	171.0765	13.6861	4.2769	189.0395	2011-04-25 00:00:00
5	4	4	251	1654	4	2011-04-30 00:00:00	2011-05-09 00:00:00	20397.3	1631.784	509.9325	22539.0165	2011-05-09 00:00:00
6	4	4	253	1664	3	2011-04-30 00:00:00	2011-05-09 00:00:00	14628.075	1170.246	365.7019	16164.0229	2011-05-09 00:00:00
7	4	4	255	1678	3	2011-04-30 00:00:00	2011-05-09 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2011-05-09 00:00:00
8	4	4	256	1616	5	2011-04-30 00:00:00	2011-05-09 00:00:00	693.378	55.4702	17.3345	766.1827	2011-05-09 00:00:00
9	5	4	259	1492	5	2011-12-14 00:00:00	2011-12-23 00:00:00	694.1655	55.5332	17.3541	767.0528	2011-12-23 00:00:00
10	4	4	250	1602	5	2011-12-14 00:00:00	2011-12-23 00:00:00	1796.0355	143.6828	44.9009	1984.6192	2011-12-23 00:00:00
11	4	4	258	1540	4	2011-12-14 00:00:00	2011-12-23 00:00:00	501.1965	40.0957	12.5299	553.8221	2011-12-23 00:00:00
12	4	4	254	1628	5	2011-12-14 00:00:00	2011-12-23 00:00:00	34644.225	2771.538	866.1056	38281.8686	2011-12-23 00:00:00
13	4	4	257	1604	4	2011-12-14 00:00:00	2011-12-23 00:00:00	1839.5055	147.1604	45.9876	2032.6535	2011-12-23 00:00:00
14	4	3	261	1690	5	2011-12-14 00:00:00	2011-12-23 00:00:00	146.286	11.7029	3.6572	161.6461	2011-12-23 00:00:00
15	4	4	251	1566	5	2011-12-14 00:00:00	2011-12-23 00:00:00	102.564	8.2051	2.5641	113.3332	2011-12-23 00:00:00
16	4	4	253	1698	5	2011-12-14 00:00:00	2011-12-23 00:00:00	150.7905	12.0632	3.7698	166.6235	2011-12-23 00:00:00
17	4	4	255	1560	5	2011-12-15 00:00:00	2011-12-24 00:00:00	13669.425	1093.554	341.7356	15104.7146	2011-12-24 00:00:00
18	4	4	256	1692	5	2011-12-15 00:00:00	2011-12-24 00:00:00	16393.23	1311.4584	409.8308	18114.5192	2011-12-24 00:00:00
19	4	4	259	1696	2	2011-12-15 00:00:00	2011-12-24 00:00:00	79204.125	6336.33	1980.1031	87520.5581	2011-12-24 00:00:00
20	4	4	260	1504	1	2011-12-15 00:00:00	2011-12-24 00:00:00	551.88	44.1504	13.797	609.8274	2011-12-24 00:00:00
21	4	4	250	1544	1	2011-12-15 00:00:00	2011-12-24 00:00:00	6987.75	559.02	174.6938	7721.4638	2011-12-24 00:00:00
22	4	4	254	1530	2	2011-12-15 00:00:00	2011-12-24 00:00:00	28072.275	2245.782	701.8069	31019.8639	2011-12-24 00:00:00
23	4	4	257	1508	1	2011-12-15 00:00:00	2011-12-24 00:00:00	37312.275	2984.982	932.8069	41230.0639	2011-12-24 00:00:00
24	4	3	261	1694	1	2011-12-15 00:00:00	2011-12-24 00:00:00	4215.75	337.26	105.3938	4658.4038	2011-12-24 00:00:00
25	4	4	251	1624	2	2011-12-15 00:00:00	2011-12-24 00:00:00	28297.5	2263.8	707.4375	31268.7375	2011-12-24 00:00:00
26	4	4	253	1548	2	2011-12-15 00:00:00	2011-12-24 00:00:00	59.9445	4.7956	1.4986	66.2387	2011-12-24 00:00:00
27	4	4	255	1598	4	2011-12-15 00:00:00	2011-12-24 00:00:00	722.61	57.8088	18.0653	798.4841	2011-12-24 00:00:00
28	4	4	256	1658	5	2011-12-15 00:00:00	2011-12-24 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2011-12-24 00:00:00
29	4	4	259	1536	4	2012-01-08 00:00:00	2012-01-17 00:00:00	592.7985	47.4239	14.82	655.0424	2012-01-17 00:00:00
30	4	4	260	1568	2	2012-01-08 00:00:00	2012-01-17 00:00:00	21252	1700.16	531.3	23483.46	2012-01-17 00:00:00
31	4	4	258	1648	5	2012-01-08 00:00:00	2012-01-17 00:00:00	142.4115	11.3929	3.5603	157.3647	2012-01-17 00:00:00
32	6	4	254	1646	2	2012-01-08 00:00:00	2012-01-17 00:00:00	28794.15	2303.532	719.8538	31817.5358	2012-01-17 00:00:00
33	4	4	257	1672	4	2012-01-16 00:00:00	2012-01-25 00:00:00	421.155	33.6924	10.5289	465.3763	2012-01-25 00:00:00
34	4	3	261	1600	1	2012-01-16 00:00:00	2012-01-25 00:00:00	1276.275	102.102	31.9069	1410.2839	2012-01-25 00:00:00
35	4	4	251	1522	1	2012-01-16 00:00:00	2012-01-25 00:00:00	2003.925	160.314	50.0981	2214.3371	2012-01-25 00:00:00
36	4	4	253	1570	2	2012-01-16 00:00:00	2012-01-25 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2012-01-25 00:00:00
37	4	4	255	1516	1	2012-01-16 00:00:00	2012-01-25 00:00:00	454.86	36.3888	11.3715	502.6203	2012-01-25 00:00:00
38	6	4	256	1506	5	2012-01-16 00:00:00	2012-01-25 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2012-01-25 00:00:00
39	4	4	252	1626	2	2012-01-16 00:00:00	2012-01-25 00:00:00	7132.125	570.57	178.3031	7880.9981	2012-01-25 00:00:00
40	4	4	260	1542	2	2012-01-16 00:00:00	2012-01-25 00:00:00	28343.7	2267.496	708.5925	31319.7885	2012-01-25 00:00:00
41	4	4	258	1610	4	2012-01-16 00:00:00	2012-01-25 00:00:00	22516.725	1801.338	562.9181	24880.9811	2012-01-25 00:00:00
42	5	4	254	1638	5	2012-01-16 00:00:00	2012-01-25 00:00:00	34644.225	2771.538	866.1056	38281.8686	2012-01-25 00:00:00
43	4	4	257	1582	5	2012-01-16 00:00:00	2012-01-25 00:00:00	427.9275	34.2342	10.6982	472.8599	2012-01-25 00:00:00
44	4	3	261	1510	5	2012-01-16 00:00:00	2012-01-25 00:00:00	143.0415	11.4433	3.576	158.0608	2012-01-25 00:00:00
45	4	4	250	1526	2	2012-01-16 00:00:00	2012-01-25 00:00:00	28199.325	2255.946	704.9831	31160.2541	2012-01-25 00:00:00
46	4	4	253	1644	1	2012-01-16 00:00:00	2012-01-25 00:00:00	3713.325	297.066	92.8331	4103.2241	2012-01-25 00:00:00
47	4	4	255	1680	5	2012-01-16 00:00:00	2012-01-25 00:00:00	63831.075	5106.486	1595.7769	70533.3379	2012-01-25 00:00:00
48	4	4	256	1584	5	2012-01-16 00:00:00	2012-01-25 00:00:00	16340.31	1307.2248	408.5078	18056.0426	2012-01-25 00:00:00
49	4	4	259	1620	5	2012-01-20 00:00:00	2012-01-29 00:00:00	5711.475	456.918	142.7869	6311.1799	2012-01-29 00:00:00
50	5	4	260	1666	5	2012-01-20 00:00:00	2012-01-29 00:00:00	429.345	34.3476	10.7336	474.4262	2012-01-29 00:00:00
